-90,0,-12.198
-89,0,-12.009
-88,0,-11.845
-87,0,-11.746
-86,0,-11.532
-85,0,-11.523
-84,0,-11.401
-83,0,-11.326
-82,0,-11.3
-81,0,-11.321
-80,0,-11.387
-79,0,-11.468
-78,0,-11.476
-77,0,-11.616
-76,0,-11.651
-75,0,-11.858
-74,0,-12.018
-73,0,-12.242
-72,0,-12.436
-71,0,-12.714
-70,0,-12.966
-69,0,-13.231
-68,0,-13.389
-67,0,-13.677
-66,0,-13.918
-65,0,-14.041
-64,0,-14.182
-63,0,-14.328
-62,0,-14.506
-61,0,-14.666
-60,0,-14.91
-59,0,-15.172
-58,0,-15.541
-57,0,-15.86
-56,0,-16.308
-55,0,-16.814
-54,0,-17.375
-53,0,-18.006
-52,0,-18.659
-51,0,-19.505
-50,0,-20.49
-49,0,-21.474
-48,0,-22.494
-47,0,-23.706
-46,0,-24.354
-45,0,-24.68
-44,0,-24.66
-43,0,-24.305
-42,0,-23.517
-41,0,-22.681
-40,0,-21.936
-39,0,-21.045
-38,0,-20.035
-37,0,-19.256
-36,0,-18.665
-35,0,-17.942
-34,0,-17.498
-33,0,-16.978
-32,0,-16.672
-31,0,-16.41
-30,0,-16.098
-29,0,-15.909
-28,0,-15.728
-27,0,-15.577
-26,0,-15.498
-25,0,-15.352
-24,0,-15.256
-23,0,-15.183
-22,0,-15.133
-21,0,-15.147
-20,0,-15.189
-19,0,-15.284
-18,0,-15.384
-17,0,-15.531
-16,0,-15.675
-15,0,-15.885
-14,0,-16.073
-13,0,-16.312
-12,0,-16.508
-11,0,-16.737
-10,0,-16.931
-9,0,-17.125
-8,0,-17.323
-7,0,-17.53
-6,0,-17.676
-5,0,-17.782
-4,0,-17.846
-3,0,-17.849
-2,0,-17.832
-1,0,-17.72
0,0,-17.5
1,0,-17.222
2,0,-16.772
3,0,-16.391
4,0,-15.882
5,0,-15.484
6,0,-14.971
7,0,-14.566
8,0,-14
9,0,-13.547
10,0,-12.985
11,0,-12.538
12,0,-11.967
13,0,-11.53
14,0,-10.964
15,0,-10.537
16,0,-9.9997
17,0,-9.6092
18,0,-9.1309
19,0,-8.7886
20,0,-8.3655
21,0,-8.0656
22,0,-7.6894
23,0,-7.4295
24,0,-7.0909
25,0,-6.8518
26,0,-6.5455
27,0,-6.3446
28,0,-6.1977
29,0,-6.0038
30,0,-5.9091
31,0,-5.8389
32,0,-5.8031
33,0,-5.7669
34,0,-5.7812
35,0,-5.8238
36,0,-5.9469
37,0,-6.0525
38,0,-6.2807
39,0,-6.5949
40,0,-6.9981
41,0,-7.3889
42,0,-7.9962
43,0,-8.8697
44,0,-9.8394
45,0,-11.002
46,0,-12.366
47,0,-13.812
48,0,-15.45
49,0,-15.996
50,0,-15.68
51,0,-14.455
52,0,-12.25
53,0,-9.9399
54,0,-7.8655
55,0,-6.1512
56,0,-4.6648
57,0,-3.3641
58,0,-2.4708
59,0,-1.3461
60,0,-0.38961
61,0,0.52979
62,0,1.1147
63,0,1.8879
64,0,2.6115
65,0,3.1119
66,0,3.7874
67,0,4.2481
68,0,4.6951
69,0,5.2382
70,0,5.5872
71,0,5.8999
72,0,6.1859
73,0,6.4508
74,0,6.6893
75,0,6.9073
76,0,6.9743
77,0,7.1643
78,0,7.2109
79,0,7.3688
80,0,7.3879
81,0,7.3537
82,0,7.2847
83,0,7.2009
84,0,7.1046
85,0,7.0004
86,0,6.7459
87,0,6.6494
88,0,6.3806
89,0,6.0115
90,0,5.8016
-90,1,-12.198
-89,1,-12.009
-88,1,-11.86
-87,1,-11.746
-86,1,-11.532
-85,1,-11.523
-84,1,-11.401
-83,1,-11.326
-82,1,-11.3
-81,1,-11.321
-80,1,-11.204
-79,1,-11.319
-78,1,-11.437
-77,1,-11.483
-76,1,-11.53
-75,1,-11.694
-74,1,-11.858
-73,1,-12.091
-72,1,-12.295
-71,1,-12.52
-70,1,-12.777
-69,1,-12.996
-68,1,-13.279
-67,1,-13.512
-66,1,-13.814
-65,1,-14.101
-64,1,-14.271
-63,1,-14.4
-62,1,-14.558
-61,1,-14.75
-60,1,-14.951
-59,1,-15.197
-58,1,-15.501
-57,1,-15.877
-56,1,-16.368
-55,1,-16.872
-54,1,-17.44
-53,1,-18.012
-52,1,-18.747
-51,1,-19.614
-50,1,-20.523
-49,1,-21.667
-48,1,-22.71
-47,1,-23.653
-46,1,-24.432
-45,1,-24.746
-44,1,-24.711
-43,1,-24.208
-42,1,-23.485
-41,1,-22.585
-40,1,-21.663
-39,1,-20.773
-38,1,-19.951
-37,1,-19.19
-36,1,-18.484
-35,1,-17.885
-34,1,-17.44
-33,1,-16.913
-32,1,-16.598
-31,1,-16.274
-30,1,-16.014
-29,1,-15.828
-28,1,-15.61
-27,1,-15.496
-26,1,-15.425
-25,1,-15.398
-24,1,-15.322
-23,1,-15.24
-22,1,-15.198
-21,1,-15.199
-20,1,-15.226
-19,1,-15.299
-18,1,-15.379
-17,1,-15.509
-16,1,-15.645
-15,1,-15.844
-14,1,-16.022
-13,1,-16.241
-12,1,-16.419
-11,1,-16.63
-10,1,-16.819
-9,1,-17.044
-8,1,-17.228
-7,1,-17.406
-6,1,-17.531
-5,1,-17.611
-4,1,-17.612
-3,1,-17.598
-2,1,-17.571
-1,1,-17.444
0,1,-17.316
1,1,-17.037
2,1,-16.751
3,1,-16.273
4,1,-15.768
5,1,-15.369
6,1,-14.831
7,1,-14.401
8,1,-13.82
9,1,-13.369
10,1,-12.785
11,1,-12.344
12,1,-11.775
13,1,-11.337
